timestamp,shift,target_x,target_y,conf,class,aimed,method
1760262671.5460255,False,,,,,False,none
1760262671.7912583,False,,,,,False,none
1760262671.8925173,False,,,,,False,none
1760262671.982656,False,,,,,False,none
1760262672.058856,False,,,,,False,none
1760262672.1350477,False,,,,,False,none
1760262672.2214155,False,,,,,False,none
1760262672.30377,False,,,,,False,none
1760262672.3781347,False,,,,,False,none
1760262672.4632728,False,,,,,False,none
1760262672.5401497,False,,,,,False,none
1760262672.6202524,False,,,,,False,none
1760262672.687718,False,,,,,False,none
1760262672.7624943,False,,,,,False,none
1760262672.8391786,False,,,,,False,none
1760262672.9146142,False,,,,,False,none
1760262672.991533,False,,,,,False,none
1760262673.0703285,False,,,,,False,none
1760262673.137715,False,,,,,False,none
1760262673.238846,False,,,,,False,none
1760262673.3403392,False,,,,,False,none
1760262673.4292526,False,,,,,False,none
1760262673.5171638,False,,,,,False,none
1760262673.611341,False,,,,,False,none
1760262673.6967993,False,,,,,False,none
1760262673.7790408,False,,,,,False,none
1760262673.862366,False,,,,,False,none
1760262673.9443862,False,,,,,False,none
1760262674.0235858,False,,,,,False,none
1760262674.10646,False,,,,,False,none
1760262674.191636,False,,,,,False,none
1760262674.2673178,False,,,,,False,none
1760262674.3492818,False,,,,,False,none
1760262674.4172072,False,,,,,False,none
1760262674.4902732,False,,,,,False,none
1760262674.5800188,False,,,,,False,none
1760262674.6760306,False,,,,,False,none
1760262674.7730885,False,,,,,False,none
1760262674.846425,False,,,,,False,none
1760262674.9301322,False,,,,,False,none
1760262675.014959,False,,,,,False,none
1760262675.0963576,False,,,,,False,none
1760262675.17265,False,,,,,False,none
1760262675.2467968,False,,,,,False,none
1760262675.318184,False,,,,,False,none
1760262675.396582,False,,,,,False,none
1760262675.4753225,False,,,,,False,none
1760262675.5538304,False,,,,,False,none
1760262675.632993,False,,,,,False,none
1760262675.707818,False,,,,,False,none
1760262675.7821372,False,,,,,False,none
1760262675.8571723,False,,,,,False,none
1760262675.9314163,False,,,,,False,none
1760262676.0256388,False,,,,,False,none
1760262676.136756,False,,,,,False,none
1760262676.2305605,False,,,,,False,none
1760262676.3078911,False,,,,,False,none
1760262676.3876173,False,,,,,False,none
1760262676.4822578,False,,,,,False,none
1760262676.5851882,False,,,,,False,none
1760262676.6896524,False,,,,,False,none
1760262676.784801,False,,,,,False,none
1760262676.8713331,False,,,,,False,none
1760262676.954468,False,,,,,False,none
1760262677.0303674,False,,,,,False,none
1760262677.1054711,False,,,,,False,none
1760262677.178965,False,,,,,False,none
1760262677.255407,False,,,,,False,none
1760262677.3274143,False,,,,,False,none
1760262677.42442,False,,,,,False,none
1760262677.5172577,False,,,,,False,none
1760262677.6048012,False,,,,,False,none
1760262677.6832893,False,,,,,False,none
1760262677.7576387,False,,,,,False,none
1760262677.839053,False,,,,,False,none
1760262677.919231,False,,,,,False,none
1760262677.9911108,False,,,,,False,none
1760262678.0727134,False,,,,,False,none
1760262678.153041,False,,,,,False,none
1760262678.2332106,False,,,,,False,none
1760262678.3120072,False,,,,,False,none
1760262678.3853939,False,,,,,False,none
1760262678.4527073,False,,,,,False,none
1760262678.5648112,False,,,,,False,none
1760262678.688171,False,,,,,False,none
1760262678.7857342,False,,,,,False,none
1760262678.8855617,False,,,,,False,none
1760262678.970514,False,,,,,False,none
1760262679.0536196,False,,,,,False,none
1760262679.1365511,False,,,,,False,none
1760262679.237407,False,,,,,False,none
1760262679.3514094,False,,,,,False,none
1760262679.4439504,False,,,,,False,none
1760262679.5290098,False,,,,,False,none
1760262679.5988758,False,,,,,False,none
1760262679.6708055,False,,,,,False,none
1760262679.743239,False,,,,,False,none
1760262679.8216565,False,,,,,False,none
1760262679.9004064,False,,,,,False,none
1760262679.9868634,False,,,,,False,none
1760262680.0666187,False,,,,,False,none
1760262680.137247,False,,,,,False,none
1760262680.2137053,False,,,,,False,none
1760262680.2973359,False,,,,,False,none
1760262680.3855653,False,,,,,False,none
1760262680.4740863,False,,,,,False,none
1760262680.5655098,False,,,,,False,none
1760262680.6513243,False,,,,,False,none
1760262680.7375789,False,,,,,False,none
1760262680.819305,False,,,,,False,none
1760262680.8989885,False,,,,,False,none
1760262681.0123365,False,,,,,False,none
1760262681.1166022,False,,,,,False,none
1760262681.2112248,False,,,,,False,none
1760262681.2930775,False,,,,,False,none
1760262681.376162,False,,,,,False,none
1760262681.4623313,False,,,,,False,none
1760262681.5512638,False,,,,,False,none
1760262681.64005,False,,,,,False,none
1760262681.7313218,False,,,,,False,none
1760262681.8271098,False,,,,,False,none
1760262681.9205148,False,,,,,False,none
1760262682.003121,False,,,,,False,none
1760262682.0993865,False,,,,,False,none
1760262682.1965113,False,,,,,False,none
1760262682.2861176,False,,,,,False,none
1760262682.363472,False,,,,,False,none
1760262682.4488401,False,,,,,False,none
1760262682.5213084,False,,,,,False,none
1760262682.5995064,False,,,,,False,none
1760262682.6789556,False,,,,,False,none
1760262682.7609413,False,,,,,False,none
1760262682.835403,False,,,,,False,none
1760262682.9083076,False,,,,,False,none
1760262682.9832761,False,,,,,False,none
1760262683.0700886,False,,,,,False,none
1760262683.1602082,False,,,,,False,none
1760262683.2489326,False,,,,,False,none
1760262683.33054,False,,,,,False,none
1760262683.4126596,False,,,,,False,none
1760262683.491074,False,,,,,False,none
1760262683.5671928,False,,,,,False,none
1760262683.6412823,False,,,,,False,none
1760262683.7175004,False,,,,,False,none
1760262683.7976637,False,,,,,False,none
1760262683.8716617,False,,,,,False,none
1760262683.935353,False,,,,,False,none
1760262684.0069387,False,,,,,False,none
1760262684.0849774,False,,,,,False,none
1760262684.1699786,False,,,,,False,none
1760262684.2550483,False,,,,,False,none
1760262684.3419309,False,,,,,False,none
1760262684.4289672,False,,,,,False,none
1760262684.51129,False,,,,,False,none
1760262684.5924482,False,,,,,False,none
1760262684.660993,False,,,,,False,none
1760262684.742327,False,,,,,False,none
1760262684.8178754,False,,,,,False,none
1760262684.8970122,False,,,,,False,none
1760262684.9799519,False,,,,,False,none
1760262685.0591936,False,,,,,False,none
1760262685.1445572,False,,,,,False,none
1760262685.229028,False,,,,,False,none
1760262685.3170183,False,,,,,False,none
1760262685.3970847,False,,,,,False,none
1760262685.4742312,False,,,,,False,none
1760262685.5551207,False,,,,,False,none
1760262685.6247032,False,,,,,False,none
1760262685.704202,False,,,,,False,none
1760262685.7740538,False,,,,,False,none
1760262685.8492084,False,,,,,False,none
1760262685.9204025,False,,,,,False,none
1760262686.0048401,False,,,,,False,none
1760262686.0913477,False,,,,,False,none
1760262686.1701427,False,,,,,False,none
1760262686.2479134,False,,,,,False,none
1760262686.3249087,False,,,,,False,none
1760262686.4118352,False,,,,,False,none
1760262686.4983108,False,,,,,False,none
1760262686.5906239,False,,,,,False,none
1760262686.6593604,False,,,,,False,none
1760262686.7316253,False,,,,,False,none
1760262686.8013544,False,,,,,False,none
1760262686.8732154,False,,,,,False,none
1760262686.9405966,False,,,,,False,none
1760262687.0271466,False,,,,,False,none
1760262687.1362376,False,,,,,False,none
1760262687.2276115,False,,,,,False,none
1760262687.3092384,False,,,,,False,none
1760262687.3931355,False,,,,,False,none
1760262687.4752817,False,,,,,False,none
1760262687.5563223,False,,,,,False,none
1760262687.6347213,False,,,,,False,none
1760262687.7165446,False,,,,,False,none
1760262687.800558,False,,,,,False,none
1760262687.886065,False,,,,,False,none
1760262687.9788592,False,,,,,False,none
1760262688.0806906,False,,,,,False,none
1760262688.2075295,False,,,,,False,none
1760262688.3250477,False,,,,,False,none
1760262688.4305105,False,,,,,False,none
1760262688.508979,False,,,,,False,none
1760262688.5877635,False,,,,,False,none
1760262688.666183,False,,,,,False,none
1760262688.7498012,False,,,,,False,none
1760262688.8314488,False,,,,,False,none
1760262688.9175549,False,,,,,False,none
1760262688.9931114,False,,,,,False,none
1760262689.0752325,False,,,,,False,none
1760262689.1673136,False,,,,,False,none
1760262689.2628477,False,,,,,False,none
1760262689.346483,False,,,,,False,none
1760262689.4321697,False,,,,,False,none
1760262689.5126963,False,,,,,False,none
1760262689.5931792,False,,,,,False,none
1760262689.678986,False,,,,,False,none
1760262689.7858875,False,,,,,False,none
1760262689.8788393,False,,,,,False,none
1760262689.9567924,False,,,,,False,none
1760262690.037139,False,,,,,False,none
1760262690.1342137,False,,,,,False,none
1760262690.2246304,False,,,,,False,none
1760262690.3036604,False,,,,,False,none
1760262690.375031,False,,,,,False,none
1760262690.4474268,False,,,,,False,none
1760262690.5209277,False,,,,,False,none
1760262690.5971267,False,,,,,False,none
1760262690.6781235,False,,,,,False,none
1760262690.7869353,False,,,,,False,none
1760262690.8949747,False,,,,,False,none
1760262691.0805433,False,,,,,False,none
1760262691.1732543,False,,,,,False,none
1760262691.2477865,False,,,,,False,none
1760262691.3313596,False,,,,,False,none
1760262691.4044154,False,,,,,False,none
1760262691.4792643,False,,,,,False,none
1760262691.5539896,False,,,,,False,none
1760262691.6341054,False,,,,,False,none
1760262691.7063134,False,,,,,False,none
1760262691.7745175,False,,,,,False,none
1760262691.8459804,False,,,,,False,none
1760262691.9267228,False,,,,,False,none
1760262692.0042458,False,,,,,False,none
1760262692.085185,False,,,,,False,none
1760262692.1590793,False,,,,,False,none
1760262692.2359145,False,,,,,False,none
1760262692.3175206,False,,,,,False,none
1760262692.3899763,False,,,,,False,none
1760262692.4589179,False,,,,,False,none
1760262692.5322788,False,,,,,False,none
1760262692.6076472,False,,,,,False,none
1760262692.6860812,False,,,,,False,none
1760262692.7646413,False,,,,,False,none
1760262692.8424218,False,,,,,False,none
1760262692.9222827,False,,,,,False,none
1760262693.0029206,False,,,,,False,none
1760262693.0779848,False,,,,,False,none
1760262693.1552732,False,,,,,False,none
1760262693.225144,False,,,,,False,none
1760262693.302574,False,,,,,False,none
1760262693.3792503,False,,,,,False,none
1760262693.4570718,False,,,,,False,none
1760262693.53575,False,,,,,False,none
1760262693.6227956,False,,,,,False,none
1760262693.7031226,False,,,,,False,none
1760262693.7843611,False,,,,,False,none
1760262693.8673408,False,,,,,False,none
1760262693.9449494,False,,,,,False,none
1760262694.0238392,False,,,,,False,none
1760262694.107146,False,,,,,False,none
1760262694.1892214,False,,,,,False,none
1760262694.2717834,False,,,,,False,none
1760262694.34739,False,,,,,False,none
1760262694.4168532,False,,,,,False,none
1760262694.4889486,False,,,,,False,none
1760262694.54354,False,,,,,False,none
1760262694.6091623,False,,,,,False,none
1760262694.6589735,False,,,,,False,none
1760262694.7342272,False,,,,,False,none
1760262694.8206432,False,,,,,False,none
1760262694.9047587,False,,,,,False,none
1760262694.9888837,False,,,,,False,none
1760262695.0633898,False,,,,,False,none
1760262695.1421163,False,,,,,False,none
1760262695.2212324,False,,,,,False,none
1760262695.3102143,False,,,,,False,none
1760262695.3957758,False,,,,,False,none
1760262695.4761703,False,,,,,False,none
1760262695.561302,False,,,,,False,none
1760262695.652249,False,,,,,False,none
1760262695.7365613,False,,,,,False,none
1760262695.8250377,False,,,,,False,none
1760262695.9144142,False,,,,,False,none
1760262695.9988844,False,,,,,False,none
1760262696.090162,False,,,,,False,none
1760262696.171255,False,,,,,False,none
1760262696.2546337,False,,,,,False,none
1760262696.3268917,False,,,,,False,none
1760262696.4060779,False,,,,,False,none
1760262696.4842517,False,,,,,False,none
1760262696.5611203,False,,,,,False,none
1760262696.6363306,False,,,,,False,none
1760262696.7064593,False,,,,,False,none
1760262696.7767017,False,,,,,False,none
1760262696.8510325,False,,,,,False,none
1760262696.9330459,False,,,,,False,none
1760262697.0149882,False,,,,,False,none
1760262697.0950277,False,,,,,False,none
1760262697.1767848,False,,,,,False,none
1760262697.2515104,False,,,,,False,none
1760262697.3391368,False,,,,,False,none
1760262697.416401,False,,,,,False,none
1760262697.4935546,False,,,,,False,none
1760262697.575455,False,,,,,False,none
1760262697.6626117,False,,,,,False,none
1760262697.742982,False,,,,,False,none
1760262697.8261015,False,,,,,False,none
1760262697.9100604,False,,,,,False,none
1760262697.998265,False,,,,,False,none
1760262698.0882568,False,,,,,False,none
1760262698.1750555,False,,,,,False,none
1760262698.2579224,False,,,,,False,none
1760262698.338042,False,,,,,False,none
1760262698.415328,False,,,,,False,none
1760262698.5114915,False,,,,,False,none
1760262698.600125,False,,,,,False,none
1760262698.6892707,False,,,,,False,none
1760262698.7654784,False,,,,,False,none
1760262698.8337548,False,,,,,False,none
1760262698.9088576,False,,,,,False,none
1760262698.988895,False,,,,,False,none
1760262699.0637941,False,,,,,False,none
1760262699.1441371,False,,,,,False,none
1760262699.2137995,False,,,,,False,none
1760262699.2903059,False,,,,,False,none
1760262699.3650153,False,,,,,False,none
1760262699.4502213,False,,,,,False,none
1760262699.5265863,False,,,,,False,none
1760262699.6149564,False,,,,,False,none
1760262699.6936893,False,,,,,False,none
1760262699.775266,False,,,,,False,none
1760262699.850675,False,,,,,False,none
1760262699.9200485,False,,,,,False,none
1760262699.9973102,False,,,,,False,none
1760262700.0695794,False,,,,,False,none
1760262700.14774,False,,,,,False,none
1760262700.2351263,False,,,,,False,none
1760262700.3191347,False,,,,,False,none
1760262700.4065044,False,,,,,False,none
1760262700.4959424,False,,,,,False,none
1760262700.5824032,False,,,,,False,none
1760262700.6549022,False,,,,,False,none
1760262700.7332754,False,,,,,False,none
1760262700.8069067,False,,,,,False,none
1760262700.8880439,False,,,,,False,none
1760262701.1644063,False,,,,,False,none
1760262701.2371924,False,,,,,False,none
1760262701.3326006,False,,,,,False,none
1760262701.4237423,False,,,,,False,none
1760262701.503637,False,,,,,False,none
1760262701.5974596,False,,,,,False,none
1760262701.681059,False,,,,,False,none
1760262701.7655573,False,,,,,False,none
1760262701.853009,False,,,,,False,none
1760262701.9301343,False,,,,,False,none
1760262702.0134113,False,,,,,False,none
1760262702.095093,False,,,,,False,none
1760262702.1939223,False,,,,,False,none
1760262702.277544,False,,,,,False,none
1760262702.3613045,False,,,,,False,none
1760262702.4589531,False,,,,,False,none
1760262702.5452576,False,,,,,False,none
1760262702.6311452,False,,,,,False,none
1760262702.7221184,False,,,,,False,none
1760262702.802274,False,,,,,False,none
1760262702.8773987,False,,,,,False,none
1760262702.9624877,False,,,,,False,none
1760262703.039818,False,,,,,False,none
1760262703.1114457,False,,,,,False,none
1760262703.1830895,False,,,,,False,none
1760262703.2589598,False,,,,,False,none
1760262703.334961,False,,,,,False,none
1760262703.4157212,False,,,,,False,none
1760262703.4961333,False,,,,,False,none
1760262703.5746965,False,,,,,False,none
1760262703.6543217,False,,,,,False,none
1760262703.735796,False,,,,,False,none
1760262704.0153465,False,,,,,False,none
1760262704.0870566,False,,,,,False,none
1760262704.1572528,False,,,,,False,none
1760262704.2341502,False,,,,,False,none
1760262704.310245,False,,,,,False,none
1760262704.3840003,False,,,,,False,none
1760262704.458963,False,,,,,False,none
1760262704.5416663,False,,,,,False,none
1760262704.6410484,False,,,,,False,none
1760262704.729814,False,,,,,False,none
1760262704.811855,False,,,,,False,none
1760262704.8926592,False,,,,,False,none
1760262704.973136,False,,,,,False,none
1760262705.0499213,False,,,,,False,none
1760262705.1365478,False,,,,,False,none
1760262705.2106917,False,,,,,False,none
1760262705.2900057,False,,,,,False,none
1760262705.3625154,False,,,,,False,none
1760262705.449231,False,,,,,False,none
1760262705.5255487,False,,,,,False,none
1760262705.611517,False,,,,,False,none
1760262705.6941075,False,,,,,False,none
1760262705.9641106,False,,,,,False,none
1760262706.052264,False,,,,,False,none
1760262706.1343706,False,,,,,False,none
1760262706.2112548,False,,,,,False,none
1760262706.2832613,False,,,,,False,none
1760262706.3589835,False,,,,,False,none
1760262706.4336324,False,,,,,False,none
1760262706.5035923,False,,,,,False,none
1760262706.584488,False,,,,,False,none
1760262706.654044,False,,,,,False,none
1760262706.726897,False,,,,,False,none
1760262706.8091998,False,,,,,False,none
1760262706.8890588,False,,,,,False,none
1760262706.9528303,False,,,,,False,none
1760262707.0276704,False,,,,,False,none
1760262707.0979514,False,,,,,False,none
1760262707.1704035,False,,,,,False,none
1760262707.2456887,False,,,,,False,none
1760262707.3133445,False,,,,,False,none
1760262707.3812056,False,,,,,False,none
1760262707.4504664,False,,,,,False,none
1760262707.5210612,False,,,,,False,none
1760262707.5927553,False,,,,,False,none
1760262707.6635735,False,,,,,False,none
1760262707.7281888,False,,,,,False,none
1760262707.8062856,False,,,,,False,none
1760262707.8518019,False,,,,,False,none
1760262707.9111419,False,,,,,False,none
1760262707.9739292,False,,,,,False,none
1760262708.0303493,False,,,,,False,none
1760262708.0899692,False,,,,,False,none
1760262708.1341457,False,,,,,False,none
1760262708.196881,False,,,,,False,none
1760262708.2551649,False,,,,,False,none
1760262708.3308196,False,,,,,False,none
1760262708.4053164,False,,,,,False,none
1760262708.482959,False,,,,,False,none
1760262708.5370421,False,,,,,False,none
1760262708.6088977,False,,,,,False,none
1760262708.6678824,False,,,,,False,none
1760262708.7360227,False,,,,,False,none
1760262708.795371,False,,,,,False,none
1760262708.867928,False,,,,,False,none
1760262708.9554112,False,,,,,False,none
1760262709.0393212,False,,,,,False,none
1760262709.1107192,False,,,,,False,none
1760262709.1795053,False,,,,,False,none
1760262709.259862,False,,,,,False,none
1760262709.3350651,False,,,,,False,none
1760262709.4207559,False,,,,,False,none
1760262709.4982703,False,,,,,False,none
1760262709.581008,False,,,,,False,none
1760262709.6632357,False,,,,,False,none
1760262709.7399557,False,,,,,False,none
1760262709.8173647,False,,,,,False,none
1760262709.8975296,False,,,,,False,none
1760262709.9837291,False,,,,,False,none
1760262710.0694387,False,,,,,False,none
1760262710.1535964,False,,,,,False,none
1760262710.2508705,False,,,,,False,none
1760262710.353471,False,,,,,False,none
1760262710.4511797,False,,,,,False,none
1760262710.5505102,False,,,,,False,none
1760262710.6230156,False,,,,,False,none
1760262710.7016091,False,,,,,False,none
1760262710.768042,False,,,,,False,none
1760262710.8372343,False,,,,,False,none
1760262710.8993115,False,,,,,False,none
1760262710.965874,False,,,,,False,none
1760262711.0223062,False,,,,,False,none
1760262711.0841045,False,,,,,False,none
1760262711.1474125,False,,,,,False,none
1760262711.2208555,False,,,,,False,none
1760262711.2944381,False,,,,,False,none
1760262711.37927,False,,,,,False,none
1760262711.4506629,False,,,,,False,none
1760262711.519055,False,,,,,False,none
1760262711.5821943,False,,,,,False,none
1760262711.6399837,False,,,,,False,none
1760262711.6992342,False,,,,,False,none
1760262711.7664154,False,,,,,False,none
1760262711.8250024,False,,,,,False,none
1760262711.888835,False,,,,,False,none
1760262711.9443207,False,,,,,False,none
1760262712.001021,False,,,,,False,none
1760262712.0570395,False,,,,,False,none
1760262712.110952,False,,,,,False,none
1760262712.1655977,False,,,,,False,none
1760262712.2208107,False,,,,,False,none
1760262712.2835844,False,,,,,False,none
1760262712.3476503,False,,,,,False,none
1760262712.6159854,False,,,,,False,none
1760262712.682897,False,,,,,False,none
1760262712.7364452,False,,,,,False,none
1760262712.8117814,False,,,,,False,none
1760262712.8889034,False,,,,,False,none
1760262712.9626136,False,,,,,False,none
1760262713.0263677,False,,,,,False,none
1760262713.0894196,False,,,,,False,none
1760262713.1474524,False,,,,,False,none
1760262713.1962607,False,,,,,False,none
1760262713.2568264,False,,,,,False,none
1760262713.3136916,False,,,,,False,none
1760262713.3863978,False,,,,,False,none
1760262713.4691834,False,,,,,False,none
1760262713.5393548,False,,,,,False,none
1760262713.6051195,False,,,,,False,none
1760262713.665853,False,,,,,False,none
1760262713.7410564,False,,,,,False,none
1760262713.8177693,False,,,,,False,none
1760262713.8913965,False,,,,,False,none
1760262713.9658542,False,,,,,False,none
1760262714.0355082,False,,,,,False,none
1760262714.1113234,False,,,,,False,none
